Filename,Dataset Group,Tomato Leaf Category
input/final_dataset/train/Target_Spot/train_Target_Spot_image_40.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_41.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_42.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_43.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_44.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_45.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_46.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_47.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_48.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_49.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_50.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_51.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_52.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_53.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_54.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_55.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_56.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_57.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_58.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_59.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_60.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_61.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_62.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_63.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_64.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_65.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_66.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_67.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_68.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_69.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_70.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_71.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_72.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_73.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_74.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_75.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_76.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_77.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_78.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_79.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_80.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_81.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_82.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_83.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_84.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_85.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_86.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_87.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_88.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_89.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_90.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_91.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_92.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_93.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_94.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_95.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_96.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_97.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_98.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_99.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_100.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_101.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_102.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_103.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_104.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_105.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_106.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_107.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_108.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_109.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_110.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_111.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_112.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_113.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_114.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_115.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_116.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_117.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_118.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_119.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_120.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_121.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_122.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_123.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_124.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_125.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_126.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_127.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_128.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_129.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_130.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_131.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_132.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_133.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_134.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_135.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_136.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_137.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_138.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_139.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_140.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_141.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_142.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_143.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_144.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_145.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_146.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_147.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_148.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_149.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_150.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_151.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_152.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_153.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_154.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_155.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_156.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_157.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_158.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_159.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_160.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_161.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_162.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_163.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_164.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_165.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_166.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_167.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_168.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_169.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_170.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_171.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_172.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_173.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_174.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_175.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_176.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_177.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_178.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_179.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_180.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_181.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_182.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_183.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_184.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_185.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_186.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_187.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_188.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_189.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_190.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_191.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_192.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_193.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_194.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_195.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_196.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_197.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_198.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_199.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_200.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_201.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_202.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_203.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_204.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_205.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_206.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_207.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_208.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_209.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_210.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_211.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_212.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_213.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_214.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_215.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_216.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_217.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_218.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_219.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_220.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_221.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_222.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_223.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_224.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_225.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_226.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_227.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_228.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_229.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_230.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_231.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_232.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_233.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_234.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_235.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_236.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_237.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_238.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_239.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_240.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_241.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_242.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_243.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_244.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_245.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_246.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_247.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_248.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_249.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_250.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_251.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_252.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_253.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_254.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_255.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_256.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_257.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_258.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_259.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_260.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_261.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_262.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_263.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_264.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_265.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_266.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_267.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_268.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_269.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_270.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_271.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_272.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_273.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_274.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_275.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_276.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_277.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_278.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_279.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_280.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_281.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_282.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_283.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_284.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_285.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_286.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_287.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_288.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_289.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_290.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_291.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_292.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_293.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_294.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_295.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_296.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_297.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_298.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_299.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_300.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_301.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_302.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_303.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_304.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_305.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_306.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_307.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_308.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_309.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_310.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_311.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_312.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_313.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_314.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_315.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_316.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_317.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_318.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_319.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_320.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_321.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_322.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_323.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_324.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_325.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_326.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_327.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_328.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_329.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_330.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_331.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_332.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_333.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_334.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_335.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_336.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_337.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_338.png,Train,Target Spot
input/final_dataset/train/Target_Spot/train_Target_Spot_image_339.png,Train,Target Spot
